timestamp,datetime,open,high,low,close,volume,close_timestamp,close_datetime,quote_volume,trades_count,taker_buy_volume,taker_buy_quote_volume,symbol
1704038400000,2024-01-01 00:00:00,44096.0,44100.0,43930.0,43930.0,740.914,1704039299999,2024-01-01 00:14:59,32597822.7357,498,360.568,15885252.3279,0
1704039300000,2024-01-01 00:15:00,44010.0,44160.0,43930.0,43969.5,1060.969,1704040199999,2024-01-01 00:29:59,46737069.5921,803,589.271,25990096.0569,0
1704040200000,2024-01-01 00:30:00,43969.5,44103.1,43936.1,43969.5,865.729,1704041099999,2024-01-01 00:44:59,38115821.6873,649,480.792,21193140.3715,0
1704041100000,2024-01-01 00:45:00,44010.0,44100.0,43936.1,44048.8,1038.028,1704041999999,2024-01-01 00:59:59,45688233.7593,599,529.035,23316491.6548,0
1704042000000,2024-01-01 01:00:00,44048.8,44061.9,43837.2,43872.9,1025.19,1704042899999,2024-01-01 01:14:59,45067815.6425,618,531.558,23396110.9355,0
1704042900000,2024-01-01 01:15:00,43872.9,43978.4,43793.9,43811.7,1014.64,1704043799999,2024-01-01 01:29:59,44518899.4659,696,481.585,21158956.3153,0
1704043800000,2024-01-01 01:30:00,43838.0,43930.6,43674.8,43750.2,1184.214,1704044699999,2024-01-01 01:44:59,51917358.0554,826,599.254,26305909.917,0
1704044700000,2024-01-01 01:45:00,43838.0,43930.5,43674.8,43820.4,1058.153,1704045599999,2024-01-01 01:59:59,46335817.3132,1127,551.106,24158098.2462,0
1704045600000,2024-01-01 02:00:00,43752.0,43890.6,42600.0,42952.8,4290.388,1704046499999,2024-01-01 02:14:59,185523150.7869,1369,714.951,31097615.6723,0
1704046500000,2024-01-01 02:15:00,42952.8,43004.3,42000.0,42144.4,4702.29,1704047399999,2024-01-01 02:29:59,199169776.8611,1483,639.932,27201987.4776,0
1704047400000,2024-01-01 02:30:00,42144.4,42474.3,42000.0,42347.1,2002.967,1704048299999,2024-01-01 02:44:59,84427523.5054,990,554.471,23437663.2544,0
1704048300000,2024-01-01 02:45:00,42347.1,42474.3,42186.6,42355.6,1064.118,1704049199999,2024-01-01 02:59:59,45033060.3052,902,534.386,22641438.716,0
1704049200000,2024-01-01 03:00:00,42355.6,42812.9,42218.1,42576.5,1519.617,1704050099999,2024-01-01 03:14:59,64552727.3938,1188,755.769,32154477.3287,0
1704050100000,2024-01-01 03:15:00,42576.5,42721.5,42406.4,42525.4,794.863,1704050999999,2024-01-01 03:29:59,33817984.3519,678,409.739,17453203.6182,0
1704051000000,2024-01-01 03:30:00,42463.0,42670.2,42414.9,42602.0,1156.561,1704051899999,2024-01-01 03:44:59,49195550.9925,922,550.697,23454992.8831,0
1704051900000,2024-01-01 03:45:00,42602.0,42670.2,42474.3,42610.6,852.865,1704052799999,2024-01-01 03:59:59,36307978.1687,657,406.038,17307161.623,0
1704052800000,2024-01-01 04:00:00,42610.6,42636.2,42445.3,42500.0,973.234,1704053699999,2024-01-01 04:14:59,41387830.1272,594,497.164,21166831.0961,0
1704053700000,2024-01-01 04:15:00,42500.0,42692.9,42445.3,42577.1,933.173,1704054599999,2024-01-01 04:29:59,39697824.4852,704,481.633,20515686.2778,0
1704054600000,2024-01-01 04:30:00,42577.1,42596.7,42445.3,42457.4,1107.219,1704055499999,2024-01-01 04:44:59,47065657.4192,595,516.275,21976500.4962,0
1704055500000,2024-01-01 04:45:00,42549.0,42607.6,42445.3,42457.4,717.018,1704056399999,2024-01-01 04:59:59,30484660.7377,565,366.12,15584077.4784,0
1704056400000,2024-01-01 05:00:00,42563.7,42644.7,42445.3,42541.0,695.848,1704057299999,2024-01-01 05:14:59,29588660.1645,610,334.039,14221740.9468,0
1704057300000,2024-01-01 05:15:00,42463.0,42678.8,42448.9,42593.5,961.695,1704058199999,2024-01-01 05:29:59,40936297.6428,814,477.89,20364291.6395,0
