timestamp,datetime,open,high,low,close,volume,close_timestamp,close_datetime,quote_volume,trades_count,taker_buy_volume,taker_buy_quote_volume,symbol
1672502400000,2023-01-01 00:00:00,16618.0,16740.7,16617.5,16630.0,1549.279,1672503299999,2023-01-01 00:14:59,25846107.33,200,1064.276,17781277.8323,0
1672503300000,2023-01-01 00:15:00,16696.7,16700.0,16617.5,16640.0,1010.542,1672504199999,2023-01-01 00:29:59,16845051.7404,290,530.364,8856306.3953,0
1672504200000,2023-01-01 00:30:00,16700.0,16700.0,16617.5,16617.5,862.655,1672505099999,2023-01-01 00:44:59,14376687.9416,222,466.937,7797285.4636,0
1672505100000,2023-01-01 00:45:00,16700.0,16730.0,16617.5,16624.1,893.152,1672505999999,2023-01-01 00:59:59,14884384.8507,216,501.379,8372853.3384,0
1672506000000,2023-01-01 01:00:00,16730.0,16749.6,16624.1,16631.3,1231.763,1672506899999,2023-01-01 01:14:59,20559815.5214,267,729.899,12213957.8227,0
1672506900000,2023-01-01 01:15:00,16725.0,16726.5,16630.0,16698.9,1019.904,1672507799999,2023-01-01 01:29:59,17012199.2091,242,518.651,8667127.7718,0
1672507800000,2023-01-01 01:30:00,16662.0,16698.9,16655.0,16698.9,1594.038,1672508699999,2023-01-01 01:44:59,26586204.677,352,776.047,12957253.6647,0
1672508700000,2023-01-01 01:45:00,16657.0,16698.9,16617.0,16625.1,1499.334,1672509599999,2023-01-01 01:59:59,24976091.1771,285,726.144,12123955.5242,0
1672509600000,2023-01-01 02:00:00,16698.9,16749.0,16625.0,16625.6,877.15,1672510499999,2023-01-01 02:14:59,14630019.3668,214,435.586,7286429.4628,0
1672510500000,2023-01-01 02:15:00,16625.6,16739.8,16625.2,16739.7,802.039,1672511399999,2023-01-01 02:29:59,13377216.7209,183,438.039,7323803.1981,0
1672511400000,2023-01-01 02:30:00,16630.0,16743.4,16617.0,16729.0,833.673,1672512299999,2023-01-01 02:44:59,13902717.2796,181,388.076,6494511.6822,0
1672512300000,2023-01-01 02:45:00,16729.0,16744.8,16616.9,16616.9,1312.754,1672513199999,2023-01-01 02:59:59,21891043.8017,273,645.064,10792489.5911,0
1672513200000,2023-01-01 03:00:00,16618.0,16744.8,16616.9,16699.0,895.065,1672514099999,2023-01-01 03:14:59,14922760.782,187,453.852,7588717.7484,0
1672514100000,2023-01-01 03:15:00,16630.0,16699.0,16617.0,16697.9,1122.92,1672514999999,2023-01-01 03:29:59,18711912.1197,220,556.215,9287984.7276,0
1672515000000,2023-01-01 03:30:00,16697.9,16744.8,16630.0,16640.0,935.596,1672515899999,2023-01-01 03:44:59,15605508.3853,222,454.615,7602816.961,0
1672515900000,2023-01-01 03:45:00,16744.0,16744.8,16637.0,16700.0,790.553,1672516799999,2023-01-01 03:59:59,13189198.9239,197,398.445,6663568.3257,0
1672516800000,2023-01-01 04:00:00,16641.0,16744.8,16639.6,16666.6,950.489,1672517699999,2023-01-01 04:14:59,15857041.5911,200,466.794,7801918.3978,0
1672517700000,2023-01-01 04:15:00,16668.2,16737.7,16637.0,16637.5,1301.356,1672518599999,2023-01-01 04:29:59,21708464.9728,205,663.081,11082122.5007,0
1672518600000,2023-01-01 04:30:00,16637.5,16722.0,16637.5,16639.1,906.994,1672519499999,2023-01-01 04:44:59,15127747.5177,165,460.015,7690115.8088,0
